DO,MO2
96.2432,2.952
94.1233,3.816
92.0624,3.384
89.7073,3.456
87.0561,4.392
84.2081,4.032
80.8933,4.464
77.8917,4.536
75.1223,3.888
72.5462,3.528
70.4548,2.88
68.3273,2.808
66.4765,2.592
64.7171,2.736
62.8427,3.24
60.4754,4.032
57.1502,5.04
53.6153,4.968
50.5296,4.32
47.6233,4.248
44.5341,4.824
41.6646,3.24
39.5972,3.24
37.4885,3.096
35.1748,3.096
33.044,3.6
30.3277,4.392
27.234,4.248
24.4629,4.176
21.8549,3.384
19.7027,3.168
17.8,2.52
16.2058,1.944
14.7364,2.304
13.3122,1.944
12.044,1.8
10.8921,1.584
9.8619,1.512
