DO,MO2
70.5441,3.438062284
65.5776,4.22283737
60.5362,4.011072664
55.4931,4.029757785
50.4087,4.035986159
45.6046,3.880276817
40.7485,3.830449827
36.1469,3.575086505
31.878,3.388235294
27.6688,3.276124567
23.9667,2.64083045
20.8377,2.298269896
18.1586,2.18615917
15.6496,1.756401384
13.72,1.158477509
12.383,1.17716263
11.1757,0.828373702
10.256,0.753633218
9.2597,0.878200692
8.26,0.62283737
7.6275,0.884429066
6.3441,1.033910035
5.2158,0.859515571
4.168,0.896885813
3.1072,0.716262976
2.4099,0.33633218
1.9172,0.317647059
2.1117,0.317647059
