DO,MO2
91.7003,3.75483871
88.7761,5.574193548
85.2345,5.806451613
81.96,4.877419355
78.6022,5.535483871
75.044,5.574193548
71.6313,5.264516129
68.3498,4.916129032
65.1676,5.419354839
61.8687,5.032258065
58.5678,5.148387097
55.2882,5.187096774
52.0394,5.303225806
48.7682,4.95483871
45.7392,4.95483871
42.5183,5.303225806
39.2365,5.187096774
35.8279,5.535483871
32.4914,5.148387097
29.2317,4.761290323
26.3236,4.335483871
23.6234,4.064516129
21.1225,3.793548387
18.8586,3.406451613
16.7989,3.096774194
14.9534,2.748387097
13.2909,2.477419355
11.8191,2.322580645
10.4511,1.858064516
9.3191,1.625806452
8.256,1.625806452
7.2968,1.35483871
6.5136,1.04516129
5.8381,0.929032258
5.2569,0.851612903
4.8049,0.503225806
4.4724,0.619354839
