DO,MO2
97.663,1.497258883
93.9078,1.719593909
89.7862,1.87857868
85.5612,1.816446701
81.2075,1.835329949
76.822,1.844467005
72.4668,1.916954315
67.937,1.938883249
63.3634,1.935837563
58.8928,1.870050761
54.5161,1.83715736
50.2304,1.809137056
46.0623,1.741522843
42.0792,1.650152284
38.3683,1.499695431
34.9623,1.406497462
31.843,1.280406091
28.9518,1.18964467
26.0307,1.194517766
23.5208,0.992893401
21.3153,0.892385787
19.3564,0.911878173
17.3288,0.810761421
15.5038,0.725482234
13.837,0.677360406
12.6702,0.545786802
