DO,MO2
88.6215,3.351724138
85.0056,4.779310345
81.2169,4.655172414
76.7277,5.772413793
72.2066,5.213793103
67.8204,5.151724138
63.4867,5.151724138
58.8436,6.206896552
53.4918,6.144827586
49.1029,4.593103448
45.6166,3.6
42.7286,3.475862069
39.7598,3.289655172
37.2039,2.855172414
34.8418,2.731034483
32.4391,3.04137931
30.0291,2.731034483
27.7109,2.606896552
25.5979,2.482758621
23.4498,2.482758621
21.4252,2.35862069
19.5323,2.110344828
17.8333,1.986206897
16.2977,1.737931034
14.9005,1.613793103
13.6674,1.427586207
12.4395,1.427586207
11.2855,1.303448276
