DO,MO2
79.8226,4.757676349
74.0363,6.490456432
67.4835,6.662240664
60.8809,6.117012448
54.7788,5.437344398
49.7232,4.645643154
44.8271,4.615767635
40.479,3.562655602
36.7864,4.063070539
32.8428,3.652282158
29.2132,3.577593361
25.6345,3.189211618
22.5765,2.726141079
19.8845,2.554356846
17.8875,1.732780083
16.1733,1.628215768
14.6796,1.277178423
13.3151,1.314522822
12.0502,1.381742739
10.6824,1.501244813
9.5001,1.038174274
8.7619,0.44813278
8.1358,0.45560166
7.4725,0.88879668
6.4281,0.761825726
5.7873,0.717012448
4.8352,0.836514523
4.1242,0.619917012
3.5522,0.597510373
3.2548,0.336099585
3.0253,0.022406639
