DO,MO2
95.07,1.521126761
91.7953,1.597183099
88.1739,2.002816901
84.8389,1.242253521
81.6993,1.926760563
77.7462,1.774647887
74.5375,1.495774648
70.9886,1.445070423
67.9368,1.216901408
64.6395,1.723943662
61.2056,1.825352113
57.2126,1.673239437
53.8683,1.952112676
50.4761,1.673239437
47.816,1.318309859
43.7774,2.611267606
39.5604,1.774647887
36.0093,1.698591549
32.7547,2.053521127
28.3589,1.926760563
24.382,1.850704225
21.129,1.14084507
17.5224,2.484507042
14.3825,1.242253521
11.3386,1.292957746
9.2539,1.216901408
7.21,0.836619718
5.6317,0.608450704
