DO,MO2
89.5269,2.313125
85.125,1.853125
81.4007,1.6775
77.9693,1.60125
74.3989,1.70625
70.8318,1.696875
67.3324,1.600625
63.8659,1.655625
60.4071,1.66
56.8131,1.65
53.1538,1.703125
49.5004,1.723125
45.8753,1.680625
42.3373,1.616875
38.966,1.50125
35.7752,1.455625
32.8888,1.341875
30.0841,1.26875
27.4818,1.138125
25.2146,0.976875
23.1854,1.00125
21.1003,0.965
19.1578,0.888125
17.3343,0.8525
15.3825,0.915
13.946,0.54875
