DO,MO2
94.4536,1.966153846
91.3605,1.578461538
88.2623,1.744615385
85.086,1.744615385
82.3631,1.523076923
79.3909,1.661538462
75.9847,1.910769231
72.6288,1.827692308
70.0663,1.163076923
66.9922,1.523076923
64.3171,1.495384615
60.5185,1.966153846
57.654,1.495384615
54.5174,1.910769231
51.3013,1.633846154
48.2177,1.910769231
45.284,1.412307692
42.6158,1.661538462
38.8411,2.298461538
36.0951,1.467692308
33.3236,1.578461538
29.8577,1.606153846
26.647,1.966153846
23.3859,1.606153846
20.0295,1.716923077
16.7314,2.021538462
13.2105,1.467692308
10.6221,1.467692308
8.5771,0.803076923
6.974,0.636923077
5.9224,1.301538462
