DO,MO2
97.3113,1.521509434
95.9873,1.616603774
94.533,1.828867925
93.0362,1.966415094
91.5825,1.876415094
90.1316,1.952830189
88.5009,2.158301887
86.8435,1.80509434
85.4574,1.84754717
83.9695,1.998679245
82.5311,2.034339623
81.0425,1.869622642
79.2921,2.847735849
77.3235,1.986792453
75.7898,2.149811321
74.2311,2.105660377
72.6606,2.037735849
71.0677,1.833962264
69.5889,2.129433962
67.7483,2.671132075
66.1543,1.966415094
64.7354,1.839056604
63.2527,1.98509434
61.6005,2.649056604
59.8939,1.957924528
58.3986,1.998679245
56.9117,2.131132075
55.2664,2.085283019
53.5908,2.054716981
51.8028,1.981698113
50.2509,1.963018868
48.5927,2.11754717
46.7953,2.037735849
44.9926,2.365471698
43.3208,2.073396226
41.4875,2.698301887
39.8962,2.034339623
38.3086,2.127735849
36.6863,2.058113208
34.7654,2.589622642
32.8885,2.221132075
31.1882,2.256792453
29.6105,1.815283019
28.1606,2.185471698
26.6727,1.929056604
25.0571,2.193962264
23.6951,1.791509434
22.3082,1.906981132
20.7192,1.84245283
19.4039,1.521509434
18.0297,1.558867925
16.8418,1.575849057
15.7515,1.25490566
14.7638,1.136037736
13.7726,1.438301887
12.6239,1.472264151
11.7486,0.954339623
10.8672,1.03245283
10.0498,1.034150943
9.219,1.343207547
