DO,MO2
96.5419,1.992272727
94.7942,2.303181818
92.3264,3.128181818
89.8584,2.37
87.0957,3.57
83.8251,3.046363636
81.9387,1.813636364
79.5666,3.563181818
76.4849,3.092727273
73.6881,2.994545455
70.3505,4.168636364
67.6063,2.67
64.8746,3.655909091
61.2288,4.858636364
58.0956,2.241818182
55.9696,2.784545455
53.2109,3.950454545
50.9413,1.978636364
49.3003,1.83
47.7202,2.065909091
46.0061,1.98
44.1499,2.035909091
42.3702,2.07
40.4701,2.215909091
38.5161,2.517272727
35.9561,3.036818182
33.2113,3.467727273
30.1067,3.550909091
27.1242,3.178636364
24.2086,2.825454545
21.91,2.492727273
19.6173,2.644090909
17.6234,1.933636364
15.8313,2.038636364
14.1087,1.795909091
12.6649,1.519090909
11.4472,1.258636364
10.3589,1.250454545
9.3265,1.137272727
8.3512,1.077272727
7.4921,0.883636364
6.7781,0.702272727
