DO,MO2
86.4891,3.348837209
83.9457,4.186046512
80.5546,5.693023256
76.9142,5.023255814
73.9242,4.269767442
71.1256,4.018604651
68.4009,3.76744186
65.811,4.018604651
63.2343,3.76744186
60.7615,3.51627907
58.3608,4.018604651
55.7953,3.934883721
52.9985,4.018604651
50.6335,3.181395349
48.5236,2.679069767
46.1106,3.68372093
43.9492,3.348837209
41.4031,4.186046512
38.6414,3.68372093
36.1712,3.851162791
33.8979,3.181395349
31.5455,3.68372093
29.1885,3.265116279
27.1346,2.846511628
25.16,3.013953488
23.1064,3.097674419
21.1847,2.511627907
19.3504,3.181395349
17.254,2.846511628
15.5547,2.344186047
14.0259,2.260465116
12.6693,2.009302326
11.2893,2.009302326
10.113,1.674418605
9.0343,1.590697674
8.3427,1.423255814
