DO,MO2
93.1321,5.213793103
88.6152,4.655172414
83.9334,5.586206897
79.1172,5.896551724
74.9721,3.910344828
71.2762,4.344827586
67.1744,4.344827586
62.9852,5.027586207
59.0492,3.724137931
55.5335,4.034482759
51.483,4.096551724
48.1401,3.04137931
44.9712,4.406896552
40.702,4.220689655
37.3425,3.475862069
34.2423,3.289655172
31.4109,3.103448276
28.5996,2.979310345
25.8903,2.855172414
23.2181,2.793103448
20.742,2.606896552
18.4864,2.296551724
16.1642,2.482758621
13.9999,2.296551724
12.0449,1.8
10.3531,2.048275862
8.9543,1.737931034
