DO,MO2
84.1922,2.139379475
81.33,1.666825776
78.0944,2.268257757
74.2103,2.895465394
70.2944,2.852505967
66.6468,2.319809069
62.4348,3.247732697
58.5735,2.895465394
54.266,3.075894988
50.1842,2.964200477
46.0986,3.084486874
41.676,3.067303103
37.0475,3.874940334
32.2114,2.654892601
28.7015,2.362768496
24.938,2.259665871
21.4266,2.62052506
18.238,1.950357995
15.5834,1.520763723
13.3348,1.486396181
11.4926,1.340334129
9.88,0.97947494
8.5818,0.927923628
7.4328,0.558472554
6.5447,0.567064439
5.8003,0.472553699
5.0504,0.627207637
4.0653,0.644391408
3.427,0.352267303
3.0054,0.352267303
2.6162,0.128878282
