DO,MO2
93.8769,5.115789474
89.2956,5.4
84.0054,5.968421053
79.0511,5.589473684
74.1305,5.494736842
69.312,5.494736842
64.7434,5.494736842
60.0425,5.4
55.2974,5.210526316
50.6,5.4
45.9575,5.115789474
41.6793,4.831578947
37.9469,3.789473684
33.2777,5.968421053
28.4691,4.736842105
24.7014,4.263157895
21.1376,3.505263158
18.197,3.126315789
15.7651,2.557894737
13.8565,1.989473684
12.2196,1.989473684
10.766,1.8
9.0538,1.326315789
7.9688,1.042105263
6.9763,1.042105263
6.3095,0.663157895
5.6536,0.947368421
5.0436,0.663157895
4.6261,0.378947368
