DO,MO2
90.6235,2.642900302
87.0202,3.251963746
83.0354,3.175830816
79.4311,2.882175227
75.9672,2.816918429
72.4409,2.990936556
68.7854,3.034441088
65.2062,2.882175227
61.7892,2.751661631
58.3329,2.882175227
54.8338,2.860422961
51.4471,2.947432024
47.9138,2.816918429
44.544,2.936555891
41.1743,2.642900302
37.8179,2.762537764
34.6997,2.349244713
31.8,2.414501511
28.9054,2.251359517
26.16,2.15347432
23.8061,1.729305136
21.7645,1.620543807
19.9121,1.511782477
18.2385,1.294259819
16.6441,1.196374622
15.1516,1.229003021
13.7498,1.07673716
12.4689,1.033232628
11.2623,0.946223565
10.1182,0.967975831
9.0043,0.837462236
8.0357,0.696072508
7.1039,0.696072508
6.3675,0.587311178
5.7268,0.489425982
