DO,MO2
95.3598,1.565689655
92.5752,2.139051724
89.3739,1.712327586
86.6296,1.606034483
84.0209,1.474913793
81.5525,1.53387931
78.8903,1.557931034
76.3008,1.542413793
73.6836,1.57887931
71.1041,1.53387931
68.4945,1.57112069
65.89,1.525344828
63.2278,1.627758621
60.5444,1.570344828
57.9363,1.510603448
55.3532,1.497413793
52.7552,1.478017241
50.3539,1.48112069
47.8537,1.531551724
45.3225,1.402758621
42.8514,1.48887931
40.3871,1.483448276
38.1014,1.312758621
35.9245,1.292586207
33.7561,1.236724138
31.8543,1.052068966
29.9552,1.142068966
28.0556,1.103275862
26.2441,1.076896552
24.4733,0.961293103
22.8933,0.893793103
21.504,0.816206897
20.1422,0.82862069
18.8224,0.717672414
17.6439,0.699051724
16.4964,0.639310345
15.4069,0.643189655
14.3583,0.571810345
13.392,0.580344828
12.462,0.534568966
11.5928,0.505862069
10.7626,0.436810345
9.998,0.444568966
9.2848,0.440689655
8.608,0.359224138
