DO,MO2
97.1455,1.206792453
95.8318,1.336981132
93.6542,3.31245283
90.84,2.728301887
88.3403,1.546415094
86.7802,1.526037736
84.9034,1.865660377
83.3528,1.261132075
82.0796,1.314339623
80.6361,1.312075472
79.2118,1.239622642
77.3298,1.925660377
75.7305,1.289433962
74.2983,1.341509434
72.5422,2.466792453
69.8949,2.895849057
67.064,2.439622642
65.1569,1.631320755
63.5838,1.45245283
61.5745,2.956981132
58.9603,2.547169811
57.0661,1.444528302
55.4869,1.393584906
53.8012,2.008301887
51.641,2.010566038
49.7046,2.07509434
47.6799,1.461509434
45.0222,2.464528302
43.0781,1.609811321
41.3684,1.643773585
39.3239,2.480377358
36.7378,2.813207547
33.7167,3.039622642
30.7085,3.020377358
28.0262,2.346792453
25.4096,2.379622642
23.0618,2.097735849
20.7628,1.913207547
18.6497,1.88490566
16.8137,1.598490566
15.2442,1.391320755
14.1583,1.172830189
12.7094,1.446792453
11.5215,1.022264151
10.4469,1.001886792
9.4506,0.933962264
8.5637,0.703018868
7.7478,0.739245283
6.99,0.689433962
6.2419,0.691698113
5.7305,0.551320755
