DO,MO2
94.7251,2.530693069
91.3426,2.067326733
87.2667,2.566336634
82.9715,3.02970297
78.9334,2.566336634
75.0439,2.673267327
70.4674,3.635643564
65.1275,3.279207921
60.6339,2.423762376
56.3615,3.172277228
52.1966,2.601980198
48.2274,2.459405941
43.6231,3.35049505
38.5795,2.887128713
34.5264,2.815841584
30.0588,2.78019802
26.5936,1.996039604
22.683,3.207920792
18.4361,2.566336634
14.8116,2.138613861
11.9664,1.746534653
9.6515,1.211881188
7.8059,1.069306931
6.4058,0.81980198
5.3008,0.712871287
4.3074,0.57029703
