DO,MO2
97.10453461,2.513207547
95.08257757,2.78490566
92.6353222,3.260377358
90.13937947,2.988679245
87.97374702,2.716981132
85.86300716,2.920754717
83.54892601,2.852830189
81.39331742,2.78490566
79.34463007,2.581132075
77.23770883,3.056603774
74.90310263,3.260377358
72.41193317,2.920754717
70.08114558,3.6
67.33699284,2.852830189
65.31455847,2.716981132
63.18472554,2.649056604
61.13078759,2.852830189
58.94749403,2.716981132
56.84200477,2.78490566
54.73174224,2.852830189
52.30596659,3.328301887
50.04009547,2.377358491
48.02720764,2.988679245
45.6902148,2.920754717
43.45727924,2.852830189
40.92792363,3.532075472
38.44677804,3.260377358
35.88973747,2.920754717
33.85155131,2.852830189
31.6424821,2.716981132
29.38281623,3.19245283
26.95847255,2.988679245
24.81479714,2.716981132
22.79570406,2.309433962
20.80429594,2.852830189
18.575179,2.513207547
16.7221957,2.377358491
14.95274463,2.173584906
13.30023866,1.969811321
11.88591885,1.630188679
10.59761337,1.630188679
9.427207637,1.426415094
8.399045346,1.358490566
7.438663484,1.018867925
6.645346062,1.086792453
5.932696897,0.81509434
5.258711217,0.81509434
4.671121718,0.747169811
4.145107399,0.679245283
3.654892601,0.611320755
3.35274463,0.475471698
