DO,MO2
93.0116,2.506329114
90.0069,2.688607595
86.9147,2.597468354
83.6855,2.551898734
80.2319,2.870886076
76.675,3.417721519
72.1113,4.192405063
67.7258,3.55443038
63.8017,3.64556962
59.911,3.736708861
55.3844,3.508860759
51.5496,2.962025316
48.0804,3.098734177
44.24,3.235443038
40.4899,2.962025316
36.881,3.007594937
33.3633,3.007594937
29.7149,2.825316456
26.5466,2.551898734
23.6221,2.597468354
20.7894,2.369620253
18.2796,1.913924051
16.1135,1.77721519
14.0741,1.549367089
12.2746,1.458227848
10.6507,1.321518987
9.4965,1.093670886
