DO,MO2
94.1121,2.69
91.6005,1.966666667
88.9005,2.044444444
86.1549,2.935555556
83.4057,1.958888889
80.8883,2.665555556
78.3195,1.852222222
75.7868,2.497777778
72.9999,2.185555556
70.4457,1.914444444
67.9373,2.436666667
65.2618,2.082222222
62.6109,2.536666667
59.3907,2.873333333
56.5249,2.605555556
53.7689,2.504444444
50.826,2.534444444
47.9956,2.235555556
45.2623,2.278888889
42.5746,2.372222222
39.8227,2.413333333
36.7706,2.584444444
34.1138,2.01
31.2584,2.44
28.712,2.406666667
26.1411,1.638888889
23.9414,2.242222222
21.6761,1.488888889
19.8179,1.655555556
17.7409,1.634444444
16.0291,1.364444444
14.4503,1.303333333
12.9875,1.332222222
11.4842,1.205555556
10.212,1.046666667
9.1364,0.921111111
8.0991,0.863333333
7.357,0.975555556
