DO,MO2
95.7842,1.097349398
94.1173,1.240481928
92.3164,1.204048193
90.5104,1.29426506
88.7283,1.194506024
86.9414,1.232674699
84.9751,1.283855422
82.5443,2.218120482
79.9104,1.428722892
77.7107,1.43653012
75.6518,1.318554217
73.6765,1.260433735
71.7655,1.193638554
69.8153,1.362795181
67.8944,1.301204819
65.9135,1.259566265
63.7997,1.348048193
61.7262,1.413108434
59.6124,1.36713253
57.6254,1.37060241
55.6117,1.326361446
53.5792,1.315084337
51.4328,1.505060241
49.2307,1.668144578
46.9781,1.43826506
44.8433,1.388819277
42.5427,1.956144578
39.3727,2.049831325
36.5669,1.742746988
34.0311,1.668144578
31.7063,1.434795181
29.5924,1.400963855
27.6289,1.239614458
25.7108,1.248289157
23.9568,1.158939759
22.3321,1.042698795
20.7582,1.017542169
19.2716,0.978506024
17.9109,0.86226506
16.6366,0.798072289
15.4535,0.738216867
14.2964,0.857060241
13.2719,0.72
12.3373,0.613301205
