DO,MO2
88.0314,3.145631068
83.8484,3.203883495
79.8663,3.460194175
75.9669,3.052427184
71.9785,3.553398058
67.9687,2.93592233
64.3717,3.040776699
60.5949,3.133980583
56.7622,3.215533981
52.9168,3.145631068
49.1528,3.122330097
45.436,3.052427184
41.7516,3.029126214
38.1788,2.866019417
34.7176,2.854368932
31.2458,2.831067961
27.8787,2.67961165
24.8894,2.423300971
21.9458,2.493203883
19.4149,1.899029126
17.2094,1.73592233
15.295,1.642718447
13.5357,1.095145631
12.1285,1.398058252
10.4883,1.025242718
9.2816,0.94368932
8.2951,0.932038835
7.3496,0.803883495
