DO,MO2
96.1318,1.212782194
93.5979,1.124069952
91.142,1.102893482
88.6988,1.308934817
84.8525,2.110206677
81.1938,1.351860095
77.9656,1.509252782
74.7809,1.371891892
71.8926,1.361589825
69.112,1.203052464
66.4684,1.190461049
63.8647,1.258569157
61.1565,1.295198728
58.5504,1.175007949
55.8892,1.342130366
53.0612,1.227662957
50.4665,1.224801272
47.7783,1.199046105
45.1969,1.181303657
42.5871,1.17672496
40.0205,1.209348172
37.5186,1.15154213
34.9839,1.146391097
32.6397,1.066263911
30.4501,1.01418124
28.3113,1.005023847
26.2931,0.855071542
24.3936,0.81672496
22.6699,0.802988871
20.9807,0.741748808
19.4655,0.666772655
18.0768,0.646168521
16.7691,0.58263911
15.5653,0.544292528
14.4339,0.499077901
13.3709,0.474467409
12.3717,0.400063593
11.438,0.411510334
10.6486,0.396629571
9.8415,0.369157393
9.104,0.352559618
8.4151,0.312496025
7.8439,0.289602544
7.2412,0.279300477
6.6885,0.254689984
6.2603,0.273577107
