DO,MO2
78.2612,2.731034483
73.6887,3.6
68.537,4.468965517
63.6421,3.227586207
58.5264,3.910344828
53.5588,4.034482759
48.2197,3.910344828
43.14,3.786206897
38.4922,3.103448276
33.8635,3.910344828
29.0058,3.786206897
24.4085,2.979310345
20.4816,2.731034483
16.9835,2.172413793
14.2335,1.862068966
12.019,1.427586207
10.0485,1.489655172
8.3734,0.993103448
7.1148,0.806896552
6.1607,0.682758621
5.3831,0.55862069
4.7223,0.496551724
4.141,0.310344828
3.7739,0.248275862
3.4396,0.248275862
3.0375,0.248275862
2.719,0.186206897
2.4602,0.186206897
