DO,MO2
94.5127,3.642913907
89.89,4.377218543
85.1087,3.638145695
81.1915,3.6
77.4989,3.099337748
73.3752,4.050596026
69.1848,3.439072848
65.6873,3.167284768
61.7173,2.682119205
57.991,2.761986755
54.0522,3.621456954
50.3481,2.685695364
47.0706,3.433112583
43.7824,2.591523179
40.8347,2.630860927
37.416,2.639205298
34.8118,2.177880795
32.2336,2.645165563
29.8551,1.55205298
27.5753,2.275629139
25.5598,1.718940397
23.6721,1.884635762
21.6859,1.28384106
20.1514,1.684370861
18.4196,1.240927152
17.0408,1.120529801
15.7529,1.184900662
14.5142,0.891655629
13.8286,0.660397351
