DO,MO2
85.8224,3.139849624
82.4765,3.843609023
78.8919,4.141353383
75.1514,4.087218045
71.344,4.168421053
67.5462,4.114285714
63.8569,3.572932331
60.5414,3.708270677
56.984,4.24962406
52.8358,4.682706767
48.7547,4.357894737
44.9048,4.087218045
41.3135,3.870676692
37.7655,3.681203008
34.4047,3.545864662
31.2929,3.193984962
28.3869,3.112781955
25.5814,2.977443609
23.0643,2.517293233
20.7807,2.409022556
18.679,2.138345865
16.8274,1.921804511
15.1205,1.786466165
13.6173,1.461654135
12.3758,1.272180451
11.3497,0.97443609
10.476,1.001503759
9.6554,0.920300752
8.8853,0.839097744
8.1482,0.812030075
7.439,0.812030075
6.8082,0.514285714
6.4665,0.162406015
6.3121,0.135338346
