DO,MO2
97.3638,2.182153846
95.3908,2.182153846
93.4019,2.022923077
91.409,2.400923077
89.2231,2.274923077
87.0943,2.460461538
84.8367,2.539384615
82.47,2.385692308
80.0502,2.819076923
77.8005,2.488153846
75.5171,2.421692308
73.2383,2.367692308
70.895,2.360769231
68.6397,2.153076923
66.2858,2.652923077
63.9573,2.482615385
61.7356,2.582307692
59.4302,2.486769231
57.0875,2.565692308
54.7941,2.535230769
52.4636,2.474307692
50.2292,2.270769231
47.745,2.52
45.2895,2.742923077
42.8425,2.612769231
40.4089,2.669538462
38.2283,2.809384615
35.7662,2.100461538
33.6711,2.291538462
31.6542,2.065846154
29.6264,2.237538462
27.5417,1.981384615
25.4522,1.963384615
23.6521,1.873384615
21.7601,1.973076923
20.2433,1.539692308
18.606,2.003538462
17.2367,1.428923077
15.9425,1.26
14.7307,1.235076923
13.6105,1.236461538
12.4604,0.859846154
11.5218,0.952615385
10.5759,0.839076923
9.7171,0.890307692
8.8387,0.703384615
8.1279,0.783692308
7.474,0.674307692
7.0966,0.412615385
