DO,MO2
91.2409,3.589859155
86.4996,3.437746479
82.0371,3.458028169
76.5973,3.66084507
72.2594,3.762253521
67.4467,3.691267606
63.2685,2.971267606
58.6846,3.6
54.5822,3.245070423
50.2274,3.184225352
46.4221,2.829295775
42.7929,2.778591549
39.4083,2.707605634
36.3129,2.484507042
33.4284,2.058591549
30.5368,2.20056338
27.8068,2.09915493
25.3235,1.693521127
23.0883,1.541408451
20.9844,1.744225352
18.8752,1.429859155
17.1094,1.257464789
15.4299,1.37915493
13.9379,1.135774648
12.495,1.196619718
11.0112,1.003943662
9.7008,0.993802817
8.7334,0.953239437
