DO,MO2
95.5526,4.450517928
93.4763,1.693864542
91.9388,1.822948207
90.5406,1.822948207
87.5015,3.396334661
85.6558,1.599203187
84.3817,1.441434263
82.7703,2.342151394
79.5376,3.252908367
77.5406,2.418167331
73.8005,6.150119522
70.8669,1.99936255
69.3214,1.765577689
67.9034,1.748366534
66.3698,1.784223108
63.7469,5.510438247
60.8267,2.125577689
59.2188,1.764143426
57.7065,1.881752988
56.1727,1.96063745
53.8479,4.483505976
50.1646,3.838087649
47.4782,2.540079681
45.6047,2.200159363
43.6837,3.15250996
41.1306,2.59314741
39.2819,1.979282869
37.6595,1.855936255
36.0812,1.844462151
34.1869,3.151075697
31.6528,2.716494024
29.5939,2.309163347
27.7958,2.204462151
26.013,1.962071713
24.4342,1.831553785
23.0391,1.63936255
21.719,1.678087649
20.5889,0.666932271
19.8253,1.462948207
18.5992,1.497370518
17.2288,1.655139442
15.9987,1.355378486
14.9127,1.302310757
13.8563,1.244940239
12.7903,1.290836653
11.8598,1.039840637
10.9938,0.969561753
10.0813,1.273625498
9.3494,0.953784861
