DO,MO2
93.1929,3.043636364
91.3165,3.272727273
88.9707,3.370909091
86.647,3.927272727
84.2225,3.894545455
81.4924,4.221818182
78.3218,5.170909091
74.648,6.152727273
71.0187,5.007272727
66.7836,6.316363636
62.5718,6.676363636
58.5476,6.054545455
55.1099,5.629090909
51.0185,6.054545455
47.3577,5.334545455
43.7917,5.923636364
40.6146,4.516363636
37.3772,4.712727273
34.4114,4.450909091
31.5644,4.058181818
29.0833,3.861818182
26.555,4.287272727
24.2597,3.043636364
21.985,3.305454545
20.309,2.52
18.571,2.650909091
16.9924,2.029090909
15.8808,1.734545455
14.544,2.192727273
13.281,1.636363636
12.2803,1.570909091
11.3096,1.374545455
10.4544,1.243636364
9.6767,1.08
9.0896,0.883636364
