DO,MO2
86.5655,4.213003096
81.6641,3.878637771
77.3666,3.377089783
73.055,3.73374613
68.6575,3.722600619
64.2561,3.611145511
59.8563,3.73374613
55.5747,3.588854489
51.3834,3.533126935
47.2619,3.443962848
42.9034,3.889783282
38.3,3.945510836
33.3973,4.447058824
28.5801,3.756037152
24.2204,3.611145511
20.4133,2.764086687
17.2119,2.552321981
14.4844,2.173374613
12.206,1.716408669
10.3685,1.47120743
8.8338,1.147987616
7.4542,1.192569659
6.2327,0.858204334
5.3748,0.568421053
4.6801,0.53498452
4.0554,0.546130031
