DO,MO2
92.6473,3.163636364
89.5936,3.545454545
86.0538,3.927272727
82.3034,4.690909091
78.0784,4.309090909
74.3527,3.763636364
71.5018,3.381818182
69.1301,2.345454545
67.0313,2.290909091
65.0842,1.909090909
63.0998,2.727272727
60.6334,2.836363636
58.5079,2.127272727
56.1495,2.672727273
54.0347,2.672727273
51.9504,1.963636364
49.6904,3.054545455
47.3296,2.945454545
44.5925,3.490909091
41.5027,3.272727273
38.554,3.763636364
35.9892,2.563636364
33.1125,3.327272727
30.6747,2.345454545
28.2059,2.454545455
26.0154,2.890909091
23.4761,2.345454545
21.423,2.236363636
19.6297,2.290909091
17.8629,1.309090909
16.3522,1.690909091
15.0228,1.690909091
13.4542,1.418181818
12.3957,1.254545455
11.163,1.309090909
10.126,0.872727273
