DO,MO2
95.887,3.190613718
93.11,2.401732852
90.6508,2.452418773
87.6895,3.238700361
85.0253,2.486209386
82.51,2.763032491
78.3891,2.950180505
75.6012,2.670758123
72.862,2.757833935
70.2812,2.590180505
67.6546,2.79032491
64.5868,2.973574007
61.2515,4.828158845
57.5856,2.898194946
54.7583,3.888519856
50.5188,4.754079422
45.9894,4.690397112
41.7182,3.732563177
38.0529,3.317978339
34.6317,3.991191336
31.2637,3.012563177
28.4189,2.805920578
25.8317,2.448519856
23.4575,2.392635379
21.2277,2.317256318
19.1586,2.053429603
17.2833,1.798700361
16.1182,1.330830325
