date,spps,common_name,salinity_ppt,temperature_C,do_percent_sat,alpha_Boutilier,probe_kit,respirometer,respirometer_vol_mL,finclip_tank_id,mass_g,baro_pressure_kPa,measurement_period,timepoint_measurement_minutes,corr_percent_sat_DO,po2_torr,umol_O2_per_sec,selection_time_start,selection_time_end,selection_duration_seconds,comments
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,mo2_routine,1192.45,97.0231,154.2896,-0.0021,44:00.0,49:30.0,345,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1203.5016,97.1452,154.4838,-0.0023,55:15.0,00:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1208.7754,93.2784,148.3346,-0.0022,00:30.0,05:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1214.05,89.5065,142.3365,-0.002,05:45.0,10:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1219.3246,85.9102,136.6174,-0.0022,11:00.0,16:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1224.5976,82.0519,130.4819,-0.0024,16:15.0,21:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1229.8738,77.7282,123.6061,-0.0027,21:30.0,26:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1235.1476,74.2616,118.0934,-0.0017,26:45.0,31:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1240.4238,70.5875,112.2507,-0.0022,32:00.0,37:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1245.6976,66.8709,106.3405,-0.0023,37:15.0,42:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1250.9754,62.9874,100.1648,-0.0021,42:30.0,47:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1256.25,58.9138,93.6868,-0.0024,47:45.0,52:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1261.5262,55.4008,88.1003,-0.0023,53:00.0,58:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1266.8016,51.658,82.1484,-0.0022,58:15.0,03:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1272.0762,47.6942,75.8451,-0.0026,03:30.0,08:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1277.3548,44.1043,70.1362,-0.0019,08:45.0,13:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1282.627,40.5592,64.4987,-0.0024,14:00.0,19:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1287.9016,36.9301,58.7275,-0.0022,19:15.0,24:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1293.1746,33.2266,52.8381,-0.0021,24:30.0,29:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1298.4516,29.7506,47.3105,-0.0018,29:45.0,34:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1303.7254,26.5963,42.2943,-0.002,35:00.0,40:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1309.0024,23.3376,37.1122,-0.0019,40:15.0,45:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1314.2762,20.1108,31.9809,-0.0019,45:30.0,50:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1319.5516,16.6781,26.5222,-0.002,50:45.0,55:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1324.8255,13.5097,21.4836,-0.0017,56:00.0,01:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1330.0992,10.4576,16.6301,-0.0019,01:15.0,06:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1335.3754,7.7739,12.3623,-0.0014,06:30.0,11:30.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1340.6508,5.9073,9.394,-0.0009,11:45.0,16:45.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1345.9261,4.5174,7.1838,-0.0007,17:00.0,22:00.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1351.2031,3.3569,5.3383,-0.0007,22:15.0,27:15.0,315,
2-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,100,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,101.2,pcrit,1354.8417,2.6933,4.2829,0.0002,27:30.0,29:15.0,120,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_max,4.7765,10.4965,16.9557,-0.0017,02:45.0,06:45.0,255,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,17.4649,8.8881,14.3576,-0.0025,14:00.0,20:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,31.1556,8.468,13.6791,-0.0025,27:45.0,34:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,44.5949,8.6252,13.9329,-0.003,41:15.0,47:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,58.1641,9.0535,14.6248,-0.0032,54:45.0,01:00.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,71.7333,9.242,14.9293,-0.0033,08:15.0,14:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,85.0487,9.9827,16.1259,-0.0034,21:30.0,27:45.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,98.6125,10.2097,16.4925,-0.0035,34:45.0,41:30.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,112.1798,10.7122,17.3043,-0.0035,48:15.0,55:00.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,125.8691,9.6839,15.6432,-0.0032,02:00.0,08:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,139.4307,8.0561,13.0136,-0.0029,15:45.0,21:45.0,375,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,152.7467,8.7204,14.0867,-0.0031,29:00.0,35:00.0,375,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,167.0648,12.7618,20.6152,-0.0032,45:15.0,47:15.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,169.3185,10.2395,16.5407,-0.0036,47:30.0,49:30.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,171.5815,7.935,12.818,-0.003,49:45.0,51:45.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,173.8407,6.002,9.6954,-0.0023,52:00.0,54:00.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,176.1019,4.6943,7.583,-0.0018,54:15.0,56:15.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,178.3667,3.6446,5.8873,-0.0012,56:30.0,58:30.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,180.6241,2.7951,4.5152,-0.001,58:45.0,00:45.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,182.8852,2.1611,3.491,-0.0007,01:00.0,03:00.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,185.15,1.6895,2.7291,-0.0005,03:15.0,05:15.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,187.4093,1.2884,2.0812,-0.0006,05:30.0,07:30.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,189.6667,0.9383,1.5158,-0.0004,07:45.0,09:45.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,191.9315,0.7497,1.2111,-0.0002,10:00.0,12:00.0,135,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,pcrit,193.6833,0.6399,1.0336,-0.0002,12:15.0,13:15.0,75,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,204.7426,79.408,128.2739,-0.0105,20:30.0,27:00.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,218.0562,85.6824,138.4094,-0.0069,33:45.0,40:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,231.4958,87.4745,141.3044,-0.0066,47:00.0,53:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,245.0619,85.8166,138.6263,-0.0079,00:30.0,07:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,258.5031,87.2825,140.9943,-0.0073,14:00.0,20:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,272.1936,87.1941,140.8514,-0.0074,27:45.0,34:00.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,285.5077,86.6566,139.9831,-0.0081,41:00.0,47:15.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,299.3236,85.5712,138.2298,-0.008,55:00.0,00:45.0,360,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,312.8897,85.4947,138.1062,-0.0079,08:15.0,14:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,325.9512,90.1741,145.6653,-0.0055,21:00.0,27:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,340.0192,89.4525,144.4996,-0.0061,35:15.0,41:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,352.9575,89.3118,144.2724,-0.0054,47:45.0,54:45.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,366.3972,89.2198,144.1238,-0.0062,01:00.0,08:15.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,380.2154,89.9039,145.2287,-0.0053,15:15.0,21:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,393.9123,91.1403,147.2261,-0.0047,28:45.0,35:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,406.9759,91.5952,147.9609,-0.0048,41:30.0,48:30.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,420.6673,92.0875,148.7561,-0.0045,55:15.0,02:00.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,434.3586,91.3242,147.5231,-0.0048,08:45.0,15:45.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,447.5511,92.7088,149.7597,-0.004,21:45.0,29:00.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,461.4913,91.6531,148.0544,-0.0042,36:00.0,42:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,474.4278,93.0989,150.3898,-0.0039,48:30.0,55:45.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,488.3716,92.6722,149.7006,-0.0038,02:45.0,09:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,501.5611,93.1363,150.4503,-0.0038,15:30.0,22:45.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,515.0016,93.3468,150.7904,-0.0037,28:45.0,36:15.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,528.6922,93.3284,150.7607,-0.0036,42:45.0,49:30.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,541.8801,93.7572,151.4532,-0.0034,55:30.0,03:00.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,555.6937,93.5984,151.1969,-0.0034,09:30.0,16:30.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,569.0074,93.9753,151.8055,-0.0034,23:00.0,29:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,582.8253,93.2175,150.5815,-0.0036,36:45.0,43:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,596.2635,93.5277,151.0825,-0.0032,50:15.0,56:30.0,390,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,609.8316,93.3024,150.7187,-0.0035,03:30.0,10:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,623.3958,93.3398,150.7791,-0.0032,17:00.0,23:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,636.8352,93.8702,151.6358,-0.0032,30:30.0,37:00.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,650.1488,94.0141,151.8684,-0.0032,43:45.0,50:15.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,663.5893,93.6814,151.3308,-0.0034,57:00.0,03:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,677.1554,93.8003,151.523,-0.0036,10:30.0,17:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,690.4694,91.8443,148.3632,-0.0048,23:30.0,30:45.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,703.6564,94.2349,152.2249,-0.0031,36:45.0,43:45.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,717.7253,94.3372,152.3902,-0.0028,51:00.0,57:30.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,731.0441,94.2568,152.2604,-0.0029,03:45.0,11:15.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,744.6092,94.5192,152.6842,-0.003,17:30.0,24:30.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,758.2989,94.4334,152.5456,-0.003,31:15.0,38:00.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,771.6137,94.6683,152.9251,-0.0028,44:30.0,51:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,785.1792,94.4925,152.6411,-0.0029,58:00.0,04:45.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,798.4928,94.8179,153.1668,-0.0029,11:00.0,18:15.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,812.4334,94.3162,152.3563,-0.0029,25:15.0,31:45.0,405,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,825.4957,94.9694,153.4115,-0.0028,37:45.0,45:15.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,838.8161,95.1481,153.7002,-0.0027,51:00.0,58:30.0,465,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,852.7595,94.7711,153.0911,-0.0027,05:15.0,12:00.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,866.0728,94.6755,152.9366,-0.0027,18:15.0,25:30.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,879.5132,94.8388,153.2005,-0.0029,31:45.0,38:45.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,893.0781,94.8531,153.2236,-0.0025,45:15.0,52:15.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,906.2688,94.5976,152.8109,-0.0029,58:00.0,05:45.0,480,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,920.3339,92.8974,150.0645,-0.0037,12:30.0,19:15.0,420,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,933.3972,94.9566,153.3908,-0.0027,25:15.0,32:30.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,947.2138,93.9637,151.7869,-0.0031,39:00.0,46:15.0,450,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,960.6552,94.3994,152.4907,-0.003,52:30.0,59:30.0,435,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1096.1799,93.2901,150.6987,-0.0036,08:00.0,13:45.0,360,
5-Mar-18,Oligocottus maculosus,tidepool sculpin,35,12,10,1.7206,NFB0010,1s,72.54,olma-I-new-middle-b1new-wt,4.7,102.8,mo2_routine,1109.1172,94.3234,152.368,-0.0029,20:00.0,27:30.0,465,
