DO,MO2
89.0609,3.107142857
84.7336,3.803571429
79.9026,4.05
75.0245,3.9
70.2329,3.932142857
65.3998,4.135714286
60.3799,3.953571429
55.7718,3.546428571
51.6431,3.075
47.6329,3.278571429
43.7015,3.064285714
40.223,2.764285714
36.9174,2.7
33.7274,2.464285714
31.111,2.132142857
28.4319,2.239285714
25.86,2.003571429
23.5642,1.735714286
21.4912,1.553571429
19.6061,1.596428571
17.7484,1.307142857
16.1807,1.339285714
14.5255,1.296428571
12.942,1.210714286
11.5487,1.05
10.3604,0.953571429
9.2233,0.835714286
8.1781,0.835714286
7.366,0.696428571
