DO,MO2
90.99522673,2.471080139
85.37326969,2.571428571
79.87303103,2.496167247
74.49689737,2.458536585
69.35942721,2.370731707
64.34128878,2.370731707
59.18711217,2.445993031
53.83914081,2.521254355
48.47350835,2.483623693
42.9522673,2.709407666
37.47589499,2.395818815
32.70596659,2.057142857
28.47303103,1.919163763
24.6353222,1.680836237
21.19522673,1.492682927
18.24725537,1.191637631
15.82625298,1.028571429
13.76181384,0.87804878
12.01909308,0.714982578
10.49069212,0.677351916
9.140334129,0.614634146
7.88973747,0.551916376
6.709307876,0.476655052
5.611455847,0.526829268
4.614797136,0.401393728
