DO,MO2
88.5277,3.394285714
83.8982,3.342857143
79.6295,3.281142857
75.0793,3.24
70.8528,3.507428571
66.1798,3.888
61.4876,3.517714286
57.1453,3.353142857
52.9318,3.260571429
48.8932,3.024
45.0185,2.941714286
41.4596,2.653714286
38.0876,2.468571429
34.736,2.499428571
31.812,2.201142857
29.1699,1.954285714
26.7088,1.923428571
24.4659,1.666285714
22.391,1.481142857
20.285,1.285714286
18.4357,1.409142857
16.7244,1.368
15.1007,1.182857143
13.5902,1.100571429
12.2277,1.08
11.0179,0.966857143
9.9378,0.822857143
8.8759,1.008
7.506,0.946285714
6.9143,0.483428571
