DO,MO2
95.0353,1.951807229
92.7752,2.081927711
90.5059,1.951807229
88.2363,2.168674699
85.6971,2.472289157
83.0533,2.125301205
80.7703,2.081927711
78.1524,2.559036145
75.4413,2.081927711
73.1151,2.342168675
70.3949,2.645783133
67.022,3.036144578
63.9014,2.428915663
61.4037,2.081927711
59.0476,2.038554217
56.7435,1.995180723
54.5562,1.821686747
52.3698,1.995180723
50.1762,2.038554217
47.843,2.125301205
45.3244,2.298795181
42.7544,2.342168675
39.7218,2.94939759
36.5946,2.472289157
33.8342,2.428915663
31.3165,2.125301205
29.0276,1.951807229
26.8148,2.038554217
24.5489,2.038554217
22.1502,1.951807229
19.991,1.908433735
17.9909,1.778313253
16.0766,1.648192771
14.3179,1.474698795
12.7623,1.301204819
11.3403,1.171084337
10.2346,1.084337349
