DO,MO2
94.5194,1.862937063
89.2886,2.844755245
83.6488,2.492307692
78.0851,2.618181818
72.9238,2.215384615
67.9629,2.366433566
62.8499,2.542657343
56.8214,2.995804196
50.9214,2.567832168
45.5947,2.341258741
40.419,2.215384615
35.4495,2.391608392
30.1047,2.542657343
24.7427,2.341258741
20.0568,2.039160839
16.0355,1.636363636
13.0302,1.183216783
10.7687,0.931468531
9.0354,0.704895105
7.604,0.604195804
6.4459,0.478321678
5.6085,0.352447552
