date,spps,probe,temp,sal,mass_g,p_atm_kpa_smr,p_atm_kpa_pcrit,resp,respo_vol_L,alpha,probe_pre_0,probe_pre_100,probe_post_0,probe_post_100,expt_period,time_min,do_percent,po2_torr,d_umol_o2,sel_start,sel_end,sel_duration_s
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,334.1284,81.8072,130.6069,-0.0378,29:15.0,35:45.0,405
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,352.2138,81.1107,129.495,-0.0338,47:00.0,54:00.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,370.5567,81.3049,129.805,-0.04,05:45.0,11:45.0,375
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,388.1425,82.1895,131.2173,-0.0349,22:45.0,29:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,405.9728,82.1264,131.1166,-0.0312,40:45.0,47:15.0,405
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,424.3161,82.7514,132.1144,-0.0338,58:45.0,05:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,442.0255,82.3696,131.5048,-0.0356,16:00.0,23:45.0,480
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,460.365,80.8138,129.021,-0.04,34:30.0,41:45.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,478.0764,80.8236,129.0366,-0.0369,52:00.0,59:30.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,495.6638,78.0246,124.568,-0.0452,09:45.0,16:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,513.7517,76.4738,122.092,-0.0357,27:45.0,34:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,531.9622,79.6565,127.1733,-0.0352,45:45.0,53:00.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,550.0472,78.9864,126.1035,-0.0435,03:45.0,11:00.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,568.2586,77.8392,124.272,-0.0429,22:00.0,29:00.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,586.0919,76.7819,122.5839,-0.0457,39:45.0,46:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,603.923,75.9391,121.2385,-0.0385,57:30.0,04:30.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,622.0057,73.4879,117.325,-0.0422,15:30.0,22:30.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,640.22,75.161,119.9961,-0.0465,33:30.0,40:45.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,658.0547,77.3776,123.5349,-0.0366,51:00.0,58:45.0,480
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,675.7602,78.4013,125.1694,-0.0348,08:45.0,16:15.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,694.22,77.3955,123.5636,-0.0381,27:15.0,34:30.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,712.0528,77.1289,123.1379,-0.0347,45:00.0,52:15.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,730.5161,74.8697,119.531,-0.0387,03:45.0,10:15.0,405
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,748.1005,79.1151,126.309,-0.0401,20:45.0,28:15.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,765.9339,80.1696,127.9924,-0.0363,38:45.0,45:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,784.0196,78.8827,125.9379,-0.0394,56:45.0,03:45.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,802.3568,81.3606,129.8939,-0.0345,15:15.0,21:45.0,405
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,820.0637,80.8153,129.0233,-0.0395,32:45.0,39:30.0,420
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,837.8972,80.5345,128.5751,-0.0373,50:15.0,57:30.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,856.112,78.9831,126.0982,-0.037,08:30.0,15:30.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,873.825,72.4647,115.6914,-0.0462,26:00.0,33:15.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,892.1634,79.1526,126.3688,-0.0348,44:15.0,51:30.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,910.2583,81.572,130.2314,-0.0322,02:30.0,09:15.0,420
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,928.3505,84.2811,134.5566,-0.0314,20:15.0,27:30.0,450
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,946.3195,82.6977,132.0286,-0.0327,38:15.0,45:15.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,964.1533,82.8172,132.2194,-0.0329,55:45.0,03:15.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,982.4966,84.0996,134.2667,-0.0306,14:15.0,21:15.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,1000.3431,83.1813,132.8006,-0.0309,32:00.0,39:00.0,435
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,1018.1742,76.7045,122.4604,-0.043,49:30.0,57:00.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,rmr,1035.757,75.3444,120.2889,-0.0388,07:00.0,14:30.0,465
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1071.1963,89.9962,143.8222,-0.0294,45:00.0,47:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1073.4555,85.8902,137.2604,-0.0321,47:15.0,49:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1075.7167,81.6865,130.5425,-0.0301,49:30.0,51:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1077.9796,77.5414,123.9183,-0.0341,51:45.0,53:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1080.2389,73.3351,117.1962,-0.0306,54:00.0,56:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1082.5,69.0839,110.4025,-0.0316,56:15.0,58:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1084.763,64.9275,103.7601,-0.0325,58:30.0,00:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1087.0186,60.8594,97.259,-0.0325,00:45.0,02:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1089.2833,56.6716,90.5665,-0.0337,03:00.0,05:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1091.5445,52.2123,83.44,-0.0331,05:15.0,07:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1093.8037,47.8765,76.5111,-0.0325,07:30.0,09:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1096.0667,43.696,69.8303,-0.0322,09:45.0,11:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1098.3259,39.4581,63.0577,-0.0341,12:00.0,14:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1100.5834,35.2811,56.3824,-0.0328,14:15.0,16:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1102.85,30.9944,49.5319,-0.033,16:30.0,18:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1105.1111,26.6725,42.6251,-0.0312,18:45.0,20:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1107.3667,22.6806,36.2457,-0.0292,21:00.0,23:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1109.6315,19.1634,30.6249,-0.0257,23:15.0,25:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1111.8907,16.2274,25.9329,-0.0209,25:30.0,27:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1114.15,13.6188,21.7642,-0.0169,27:45.0,29:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1116.4166,11.3394,18.1214,-0.016,30:00.0,32:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1118.6741,9.4888,15.164,-0.0136,32:15.0,34:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1120.9352,7.9391,12.6875,-0.0105,34:30.0,36:30.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1123.2,6.6792,10.6739,-0.0084,36:45.0,38:45.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1125.4555,5.8134,9.2903,-0.0068,39:00.0,41:00.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1127.7167,4.9498,7.9103,-0.006,41:15.0,43:15.0,135
9-Jul-17,clgl,NFB0008,20,35,31.3,101.6,101.7,E,468.15,1.4842,0,100,0,100.5,pcrit,1129.9814,4.3255,6.9126,-0.0027,43:30.0,45:30.0,135
