DO,MO2
98.4403,1.51048951
96.9841,1.593566434
95.1625,1.859160839
93.4201,1.956083916
91.6631,2.100839161
89.5061,2.195244755
87.2874,2.960559441
84.6535,2.284615385
82.9675,1.393426573
81.3724,1.956083916
79.193,2.655944056
77.0957,1.812587413
75.1492,2.318601399
72.8545,2.379020979
71.1057,1.637622378
69.5108,1.694265734
67.1058,3.375944056
64.6212,2.105874126
62.6944,1.803776224
60.5608,3.018461538
57.9827,2.003916084
56.251,1.695524476
54.0811,3.028531469
51.4089,3.398601399
48.4122,2.127272727
46.5993,1.84027972
43.9497,3.669230769
41.5635,1.84027972
39.2338,3.431328671
36.7265,1.951048951
34.7554,1.883076923
32.0063,3.200979021
29.4447,2.249370629
27.4324,2.254405594
25.1745,2.424335664
22.897,2.098321678
20.76,2.183916084
18.7746,1.914545455
17.0473,1.77986014
15.487,1.515524476
14.1663,1.121538462
13.0652,1.164335664
11.9883,1.091328671
10.9823,0.994405594
10.0489,0.951608392
9.2139,0.82951049
8.4726,0.726293706
7.825,0.672167832
