do,mo2
94.6661,1.616326530612245
90.2721,2.057142857142857
85.5846,1.9102040816326529
81.0677,1.9836734693877551
76.682,1.9102040816326529
72.1312,2.130612244897959
67.2691,2.130612244897959
62.7258,1.8367346938775508
58.4759,1.8367346938775508
54.322,1.6897959183673468
50.3435,1.7632653061224486
46.1654,1.8367346938775508
41.9981,1.6897959183673468
38.0231,1.6897959183673468
34.1743,1.6897959183673468
30.4076,1.616326530612245
26.6667,1.616326530612245
22.895,1.6897959183673468
19.0065,1.8367346938775508
14.4947,1.9836734693877551
10.237,1.616326530612245
7.2378,1.0285714285714285
5.0904,0.8081632653061225
3.7962,0.5142857142857142
